Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction,Information
Bacterial Urinary Tract Infection,Cefuroxime Axetil,On Label,RX,156 Reviews,3.15,3.06,2.33,"
					Cefuroxime is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Tablet(s), 500mg each of the generic (cefuroxime axetil) is $86.99. You can buy cefuroxime axetil at the discounted price of $86.53 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Sulfamethoxazole-Trimethoprim,On Label,RX,144 Reviews,3.00,3.72,2.62,"
					This medication is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Tablet(s), 800-160mg each of the generic (sulfamethoxazole-trimethoprim) is $15.99. You can buy sulfamethoxazole-trimethoprim at the discounted price of $8.15 by using the WebMDRx coupon, a savings of 49%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Amoxicillin-Pot Clavulanate,On Label,RX,140 Reviews,2.74,3.04,2.12,"
					Amoxicillin/clavulanic acid is a combination penicillin-type antibiotic used to treat a wide variety of bacterial infections. This is a generic drug. You can buy amoxicillin-pot clavulanate at the discounted price of $20.62 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Amoxicillin-Pot Clavulanate,On Label,RX,140 Reviews,2.74,3.04,2.12,"
					Amoxicillin/clavulanic acid is a combination penicillin-type antibiotic used to treat a wide variety of bacterial infections. This is a generic drug. You can buy amoxicillin-pot clavulanate at the discounted price of $20.62 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Amoxicillin-Pot Clavulanate,On Label,RX,140 Reviews,2.74,3.04,2.12,"
					Amoxicillin/clavulanic acid is a combination penicillin-type antibiotic used to treat a wide variety of bacterial infections. This is a generic drug. You can buy amoxicillin-pot clavulanate at the discounted price of $20.62 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Amoxicillin-Pot Clavulanate,On Label,RX,140 Reviews,2.74,3.04,2.12,"
					Amoxicillin/clavulanic acid is a combination penicillin-type antibiotic used to treat a wide variety of bacterial infections. This is a generic drug. You can buy amoxicillin-pot clavulanate at the discounted price of $20.62 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Sulfamethoxazole-Trimethoprim,On Label,RX,138 Reviews,3.00,2.83,2.38,"
					This medication is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Tablet(s), 800-160mg each of the generic (sulfamethoxazole-trimethoprim) is $15.99. You can buy sulfamethoxazole-trimethoprim at the discounted price of $8.15 by using the WebMDRx coupon, a savings of 49%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Sulfamethoxazole-Trimethoprim,On Label,RX,138 Reviews,3.00,2.83,2.38,"
					This medication is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Tablet(s), 800-160mg each of the generic (sulfamethoxazole-trimethoprim) is $15.99. You can buy sulfamethoxazole-trimethoprim at the discounted price of $8.15 by using the WebMDRx coupon, a savings of 49%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Cefdinir,Off Label,RX,125 Reviews,2.36,3.78,1.69,"
					Cefdinir is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Capsule(s), 300mg  each, is $85.99. You can buy cefdinir at the discounted price of $49.38 by using the WebMDRx coupon, a savings of 43%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Cefdinir,Off Label,RX,125 Reviews,2.36,3.78,1.69,"
					Cefdinir is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Capsule(s), 300mg  each, is $85.99. You can buy cefdinir at the discounted price of $49.38 by using the WebMDRx coupon, a savings of 43%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Doxycycline Hyclate,On Label,RX,112 Reviews,3.36,3.50,2.80,"
					Doxycycline is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Capsule(s), 100mg each of the generic (doxycycline hyclate) is $77.99. You can buy doxycycline hyclate at the discounted price of $38.27 by using the WebMDRx coupon, a savings of 51%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Cefuroxime Axetil,On Label,RX,97 Reviews,3.23,3.62,2.85,"
					Cefuroxime is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Tablet(s), 500mg each of the generic (cefuroxime axetil) is $86.99. You can buy cefuroxime axetil at the discounted price of $86.53 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Cefuroxime Axetil,On Label,RX,97 Reviews,3.23,3.62,2.85,"
					Cefuroxime is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Tablet(s), 500mg each of the generic (cefuroxime axetil) is $86.99. You can buy cefuroxime axetil at the discounted price of $86.53 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Nitrofurantoin Monohyd/M-Cryst,On Label,RX,68 Reviews,2.85,2.45,1.60,"
					This medication is an antibiotic used to treat bladder infections (acute cystitis). This is a generic drug. You can buy nitrofurantoin monohyd macro at the discounted price of $17.87 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Nitrofurantoin Macrocrystal,On Label,RX,54 Reviews,4.18,4.24,3.59,"
					This medication is an antibiotic used to treat bladder infections (acute cystitis). This is a generic drug. You can buy nitrofurantoin monohyd macro at the discounted price of $17.87 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Fosfomycin Tromethamine,On Label,RX,52 Reviews,4.06,4.79,4.00,"
					This medication is an antibiotic used to treat bladder infections (such as acute cystitis or lower urinary tract infections) in women. This is a brand name drug and a generic may be available. You can buy Monurol at the discounted price of $95.33 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Cefixime,On Label,RX,47 Reviews,2.73,3.09,1.45,"
					 This is a brand name drug and a generic may be available. You can buy cefixime at the discounted price of $23.17 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Cefixime,On Label,RX,47 Reviews,2.73,3.09,1.45,"
					 This is a brand name drug and a generic may be available. You can buy cefixime at the discounted price of $23.17 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Sulfamethoxazole-Trimethoprim,On Label,RX,43 Reviews,2.90,3.50,1.70,"
					This medication is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Tablet(s), 800-160mg each of the generic (sulfamethoxazole-trimethoprim) is $15.99. You can buy sulfamethoxazole-trimethoprim at the discounted price of $8.15 by using the WebMDRx coupon, a savings of 49%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Sulfamethoxazole-Trimethoprim,On Label,RX,43 Reviews,2.90,3.50,1.70,"
					This medication is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 20 Tablet(s), 800-160mg each of the generic (sulfamethoxazole-trimethoprim) is $15.99. You can buy sulfamethoxazole-trimethoprim at the discounted price of $8.15 by using the WebMDRx coupon, a savings of 49%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Trimethoprim,On Label,RX,38 Reviews,3.32,3.58,3.00,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 100mg  each, is $17.69. You can buy trimethoprim at the discounted price of $10.92 by using the WebMDRx coupon, a savings of 38%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Urinary Tract Infection,Doxycycline Monohydrate,On Label,RX,38 Reviews,3.21,3.79,3.29,"
					 This is a generic drug. The average cash price for 20 Capsule(s), 100mg each of the generic (doxycycline monohydrate) is $44.79. You can buy doxycycline monohydrate at the discounted price of $13.76 by using the WebMDRx coupon, a savings of 69%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
